timestamp,sensor,target,power,socket,formula,predict,ratio,scope
1676281171206,sensor,rapl,0.14129638671875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281171206,sensor,rapl,0.144775390625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281171711,sensor,rapl,16.47515869140625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281171711,sensor,rapl,12.990478515625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281172215,sensor,rapl,16.23089599609375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281172215,sensor,rapl,12.55438232421875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281172719,sensor,rapl,18.51763916015625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281172719,sensor,rapl,15.20172119140625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281173224,sensor,rapl,8.82220458984375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281173224,sensor,rapl,5.69903564453125,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281173728,sensor,rapl,8.63201904296875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281173728,sensor,rapl,5.15423583984375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281174232,sensor,rapl,9.05718994140625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281174232,sensor,rapl,6.19677734375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281174736,sensor,rapl,7.7979736328125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281174736,sensor,rapl,4.1297607421875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281175240,sensor,rapl,8.35693359375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281175240,sensor,rapl,5.0582275390625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281175744,sensor,rapl,8.10272216796875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281175744,sensor,rapl,4.57330322265625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281176248,sensor,rapl,7.92083740234375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281176248,sensor,rapl,4.279541015625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281176753,sensor,rapl,7.96807861328125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281176753,sensor,rapl,4.3681640625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281177257,sensor,rapl,8.16802978515625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281177257,sensor,rapl,4.71612548828125,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281177761,sensor,rapl,8.18572998046875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1676281177761,sensor,rapl,4.84637451171875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
