timestamp,sensor,target,power,socket,formula,predict,ratio,scope
1675961484379,sensor,rapl,0.05316162109375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961484379,sensor,rapl,0.061767578125,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961484882,sensor,rapl,15.91357421875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961484882,sensor,rapl,13.30352783203125,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961485390,sensor,rapl,17.947998046875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961485390,sensor,rapl,16.09234619140625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961485899,sensor,rapl,20.5228271484375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961485899,sensor,rapl,13.93475341796875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961486408,sensor,rapl,13.72650146484375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961486408,sensor,rapl,10.358154296875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961486916,sensor,rapl,8.7301025390625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961486916,sensor,rapl,5.8829345703125,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961487425,sensor,rapl,8.85760498046875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961487425,sensor,rapl,6.15057373046875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961487934,sensor,rapl,8.7406005859375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961487934,sensor,rapl,5.9302978515625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961488443,sensor,rapl,8.66326904296875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961488443,sensor,rapl,5.8099365234375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961488952,sensor,rapl,8.85198974609375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961488952,sensor,rapl,6.1142578125,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961489459,sensor,rapl,8.906005859375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961489459,sensor,rapl,6.45208740234375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961489968,sensor,rapl,8.590576171875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961489968,sensor,rapl,5.84283447265625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961490476,sensor,rapl,8.8193359375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961490476,sensor,rapl,6.28155517578125,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961490981,sensor,rapl,15.80828857421875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961490981,sensor,rapl,14.92572021484375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961491488,sensor,rapl,22.12921142578125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961491488,sensor,rapl,21.3592529296875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961491992,sensor,rapl,21.17041015625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961491992,sensor,rapl,20.50189208984375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961492497,sensor,rapl,20.8843994140625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961492497,sensor,rapl,20.88885498046875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961493001,sensor,rapl,20.686767578125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961493001,sensor,rapl,20.3907470703125,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961493505,sensor,rapl,21.05731201171875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961493505,sensor,rapl,20.427001953125,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961494010,sensor,rapl,21.81158447265625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961494010,sensor,rapl,19.5858154296875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961494516,sensor,rapl,22.37091064453125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961494516,sensor,rapl,20.23846435546875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961495021,sensor,rapl,23.21905517578125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961495021,sensor,rapl,21.3707275390625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961495526,sensor,rapl,22.25714111328125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961495526,sensor,rapl,20.28466796875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961496031,sensor,rapl,21.71533203125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961496031,sensor,rapl,19.7664794921875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961496535,sensor,rapl,20.62213134765625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961496535,sensor,rapl,19.87066650390625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961497041,sensor,rapl,21.52349853515625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961497041,sensor,rapl,20.37408447265625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961497545,sensor,rapl,22.3485107421875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961497545,sensor,rapl,19.74127197265625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961498050,sensor,rapl,20.806640625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961498050,sensor,rapl,19.0093994140625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961498556,sensor,rapl,22.12554931640625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961498556,sensor,rapl,19.748046875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961499061,sensor,rapl,22.89361572265625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961499061,sensor,rapl,19.76123046875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961499566,sensor,rapl,21.709228515625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961499566,sensor,rapl,19.3992919921875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961500070,sensor,rapl,20.6580810546875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961500070,sensor,rapl,20.4974365234375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961500576,sensor,rapl,21.0,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961500576,sensor,rapl,20.67938232421875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961501081,sensor,rapl,20.66741943359375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961501081,sensor,rapl,20.58966064453125,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961501585,sensor,rapl,20.439453125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961501585,sensor,rapl,20.99493408203125,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961502089,sensor,rapl,19.2789306640625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961502089,sensor,rapl,21.3626708984375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961502594,sensor,rapl,19.9415283203125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961502594,sensor,rapl,21.947998046875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961503098,sensor,rapl,19.78399658203125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961503098,sensor,rapl,21.20648193359375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961503602,sensor,rapl,20.39801025390625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961503602,sensor,rapl,20.49700927734375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961504108,sensor,rapl,20.974365234375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961504108,sensor,rapl,21.3912353515625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961504613,sensor,rapl,20.13824462890625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961504613,sensor,rapl,22.0819091796875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961505119,sensor,rapl,21.62664794921875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961505119,sensor,rapl,21.55389404296875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961505623,sensor,rapl,19.58355712890625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961505623,sensor,rapl,21.58953857421875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961506126,sensor,rapl,19.451416015625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961506126,sensor,rapl,22.013427734375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961506630,sensor,rapl,20.90460205078125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961506630,sensor,rapl,22.05340576171875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961507134,sensor,rapl,21.050537109375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961507134,sensor,rapl,22.025146484375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961507640,sensor,rapl,22.23150634765625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961507640,sensor,rapl,22.79412841796875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961508146,sensor,rapl,21.02093505859375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961508146,sensor,rapl,21.228271484375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961508650,sensor,rapl,20.817626953125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961508650,sensor,rapl,20.42919921875,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961509154,sensor,rapl,21.15484619140625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961509154,sensor,rapl,20.78704833984375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961509658,sensor,rapl,21.104736328125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961509658,sensor,rapl,19.76263427734375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961510162,sensor,rapl,20.49298095703125,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961510162,sensor,rapl,21.17578125,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961510666,sensor,rapl,19.0181884765625,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961510666,sensor,rapl,20.76019287109375,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961511171,sensor,rapl,19.35546875,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961511171,sensor,rapl,21.46295166015625,1,RAPL_ENERGY_PKG,0.0,1.0,cpu
1675961511676,sensor,rapl,20.081787109375,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
